full_name,eai_url,link,pdf_link,publication_date,data_source,publication,title,eai_match,affiliation,type,citations
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/DoD.HPCMP.UGC.2008.10,,2008-07-01 00:00:00,ACM,HPCMP-UGC '08: Proceedings of the 2008 DoD HPCMP Users Group Conference,A New Approach to Streambed Modeling and Simulation Using CFD,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3478431.3499388,,2022-02-01 00:00:00,ACM,SIGCSE 2022: Proceedings of the 53rd ACM Technical Symposium on Computer Science Education - Volume 1,Are We Fair?: Quantifying Score Impacts of Computer Science Exams with Randomized Question Pools,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/S0167-4048%2899%2980073-X,,1999-01-01 00:00:00,ACM,Computers and Security (CSEC),Special feature: No suprises in Melissa Land,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/C5.2006.32,,2006-01-01 00:00:00,ACM,"C5 '06: Proceedings of the Fourth International Conference on Creating, Connecting and Collaborating through Computing",Scalability of Collaborative Environments,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/978-3-030-61467-6_1,,2020-10-01 00:00:00,ACM,"Leveraging Applications of Formal Methods, Verification and Validation: Applications",Reliable Smart Contracts,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TITS.2015.2462824,,2015-12-01 00:00:00,ACM,IEEE Transactions on Intelligent Transportation Systems (TITS),Cost Minimization of Charging Stations With Photovoltaics: An Approach With EV Classification,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/378916.378922,,1987-09-01 00:00:00,ACM,ACM SIGDA Newsletter (SIGDA),Minutes: (sigda meetings),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1654650.1654667,,2006-06-01 00:00:00,ACM,StatMT '06: Proceedings of the Workshop on Statistical Machine Translation,NTT system description for the WMT2006 shared task,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/ICRA.2019.8794453,,2019-05-01 00:00:00,ACM,2019 International Conference on Robotics and Automation (ICRA),LookUP: Vision-Only Real-Time Precise Underground Localisation for Autonomous Mining Vehicles,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/j.future.2019.01.039,,2019-07-01 00:00:00,ACM,Future Generation Computer Systems (FGCS),Enhancing Network Visibility and Security through Tensor Analysis,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/IROS.2018.8593750,,2018-10-01 00:00:00,ACM,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Semi-Supervised SLAM: Leveraging Low-Cost Sensors on Underground Autonomous Vehicles for Position Tracking,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/IROS45743.2020.9340832,,2020-10-01 00:00:00,ACM,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Designing Environments Conducive to Interpretable Robot Behavior,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2111713.2111718,,2006-09-01 00:00:00,ACM,CompLife'06: Proceedings of the Second international conference on Computational Life Sciences,Parametric spectral analysis of malaria gene expression time series data,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2814579.2814593,,2015-07-01 00:00:00,ACM,TaPP'15: Proceedings of the 7th USENIX Conference on Theory and Practice of Provenance,Cell-based causality for data repairs,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2132960.2132971,,2011-07-01 00:00:00,ACM,WMT '11: Proceedings of the Sixth Workshop on Statistical Machine Translation,Evaluation without references: IBM1 scores as evaluation metrics,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/142181.142183,,1992-12-01 00:00:00,ACM,ACM SIGPLAN Notices (SIGPLAN),Report on the CHI'91 Workshop on Languages for Developing User Interfaces,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/792550.792568,,2002-09-01 00:00:00,ACM,ACM SIGIR Forum (SIGIR),Workshop report: Digital gazetteers: integration into distributed digital library services,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2074284.2074333,,1996-08-01 00:00:00,ACM,UAI'96: Proceedings of the Twelfth international conference on Uncertainty in artificial intelligence,Geometric implications of the naive Bayes assumption,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/s11664-997-0056-1,,1997-01-01 00:00:00,ACM,Journal of Electronic Materials (JELM),X-ray diffraction and high resolution transmission electron microscopy of 3C-SiC/AlN/6H-SiC(0001),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1613/jair.1.12813,,2022-01-01 00:00:00,ACM,Journal of Artificial Intelligence Research (JAIR),Contrastive Explanations of Plans through Model Restrictions,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/978-3-030-61467-6_fm,,2020-10-01 00:00:00,ACM,"Leveraging Applications of Formal Methods, Verification and Validation: Applications",Front Matter,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/642611.642682,,2003-04-01 00:00:00,ACM,CHI '03: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,How do people manage their digital photographs?,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3532512.3535224,,2022-12-01 00:00:00,ACM,"Programming '22: Companion Proceedings of the 6th International Conference on the Art, Science, and Engineering of Programming",An Experiment in Live Collaborative Programming on the Croquet Shared Experience Platform,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1504/IJBRA.2008.019579,,2008-07-01 00:00:00,ACM,International Journal of Bioinformatics Research and Applications (IJBRA),Spectral analysis of microarray gene expression time series data of Plasmodium falciparum,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1155/2017/7835749,,2017-01-01 00:00:00,ACM,Journal of Biomedical Imaging (IJBI),Quantitative Evaluation of Temporal Regularizers in Compressed Sensing Dynamic Contrast Enhanced MRI of the Breast,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1654449.1654477,,2005-06-01 00:00:00,ACM,ParaText '05: Proceedings of the ACL Workshop on Building and Using Parallel Texts,PORTAGE: a phrase-based machine translation system,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/3090557.3090570,,2002-04-01 00:00:00,ACM,PTD'02: Proceedings of the 2002 International Conference on Planning for Temporal Domains,Planning under continuous time and resource uncertainty: a challenge for AI,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1817770.1817995,,2009-06-01 00:00:00,ACM,ICC'09: Proceedings of the 2009 IEEE international conference on Communications,Matched rotation precoding: a new paradigm in space-frequency coding,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/s10796-018-9871-6,,2018-08-01 00:00:00,ACM,Information Systems Frontiers (KLU-ISFI),Disaster Management and Information Systems: Insights to Emerging Challenges,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1697236.1697241,,2009-10-01 00:00:00,ACM,IWPT '09: Proceedings of the 11th International Conference on Parsing Technologies,Automatic adaptation of annotation standards for dependency parsing: using projected treebank as source corpus,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/155804.155811,,1993-04-01 00:00:00,ACM,ACM SIGCHI Bulletin (SIGCHI),Report on the CHI'91 workshop on languages for developing user interfaces,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/850956.854072,,1995-04-01 00:00:00,ACM,INFOCOM '95: Proceedings of the Fourteenth Annual Joint Conference of the IEEE Computer and Communication Societies (Vol. 1)-Volume - Volume 1,ATMTraP: an asynchronous transfer mode traffic and performance measurement tool,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1281881.1281900,,2007-07-01 00:00:00,ACM,Queue (QUEUE),Some Swans are Black: …and other catastrophes,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1699571.1699627,,2009-08-01 00:00:00,ACM,EMNLP '09: Proceedings of the 2009 Conference on Empirical Methods in Natural Language Processing: Volume 2 - Volume 2,Polylingual topic models,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/108844.108966,,1991-03-01 00:00:00,ACM,CHI '91: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Demonstrational interfaces: Coming soon?,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/2160165.2160166,,2012-04-01 00:00:00,ACM,Journal on Computing and Cultural Heritage  (JOCCH),"Introduction to the special issue on corpus and computational linguistics, philology, and the linguistic heritage of humanity",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3569085,,2023-02-01 00:00:00,ACM,ACM Computing Surveys (CSUR),Private Graph Data Release: A Survey,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1325851.1325968,,2007-09-01 00:00:00,ACM,VLDB '07: Proceedings of the 33rd international conference on Very large data bases,Declarative information extraction using datalog with embedded extraction predicates,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.14778/3583140.3583163,,2023-02-01 00:00:00,ACM,Proceedings of the VLDB Endowment (PVLDB),Sparkly: A Simple yet Surprisingly Strong TF/IDF Blocker for Entity Matching,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1044588.1044666,,2004-06-01 00:00:00,ACM,VRCAI '04: Proceedings of the 2004 ACM SIGGRAPH international conference on Virtual Reality continuum and its applications in industry,An investigation into different visual/tactual feedback modes for a virtual object manipulation task,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1979742.1979859,,2011-05-01 00:00:00,ACM,CHI EA '11: CHI '11 Extended Abstracts on Human Factors in Computing Systems,AnalyzeThis: unobtrusive mental health monitoring by voice,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/378916.378924,,1987-09-01 00:00:00,ACM,ACM SIGDA Newsletter (SIGDA),ACM lectureship program,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1230040.1230044,,2006-10-01 00:00:00,ACM,NetGames '06: Proceedings of 5th ACM SIGCOMM workshop on Network and system support for games,Plug-replaceable consistency maintenance for multiplayer games,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1216016.1216026,,2007-02-01 00:00:00,ACM,Communications of the ACM (CACM),The impact of offshore outsourcing on IT workers in developed countries,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1080/00207720701777959,,2008-04-01 00:00:00,ACM,International Journal of Systems Science (IJSS),Optimisation of the weighting functions of an H ∞ controller using genetic algorithms and structured genetic algorithms,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1654449.1654463,,2005-06-01 00:00:00,ACM,ParaText '05: Proceedings of the ACL Workshop on Building and Using Parallel Texts,Models for Inuktitut-English word alignment,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1920778.1920816,,2010-05-01 00:00:00,ACM,Futureplay '10: Proceedings of the International Academic Conference on the Future of Game Design and Technology,A framework for the online evaluation of serious games,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3405476,,2020-07-01 00:00:00,ACM,Communications of the ACM (CACM),Magellan: toward building ecosystems of entity matching solutions,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1162/jocn.2010.21575,,2011-09-01 00:00:00,ACM,Journal of Cognitive Neuroscience (JOCN),Rapid modulation of sensory processing induced by stimulus conflict,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2073876.2073886,,2002-08-01 00:00:00,ACM,UAI'02: Proceedings of the Eighteenth conference on Uncertainty in artificial intelligence,Planning under continuous time and resource uncertainty: a challenge for AI,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2002736.2002777,,2011-06-01 00:00:00,ACM,HLT '11: Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies: short papers - Volume 2,Transition-based dependency parsing with rich non-local features,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/329155.329159,,1999-07-01 00:00:00,ACM,ACM SIGSOFT Software Engineering Notes (SIGSOFT),Risks to the public in computers and related systems,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/IROS.2015.7354125,,2015-09-01 00:00:00,ACM,2015 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Planning for serendipity,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/266838.276979,,1997-11-01 00:00:00,ACM,GROUP '97: Proceedings of the 1997 ACM International Conference on Supporting Group Work,The role for technology in knowledge management (panel),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/11866763_8,,2006-10-01 00:00:00,ACM,MICCAI'06: Proceedings of the 9th international conference on Medical Image Computing and Computer-Assisted Intervention - Volume Part II,Symmetric atlasing and model based segmentation: an application to the hippocampus in older adults,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/502269.502273,,2002-01-01 00:00:00,ACM,Communications of the ACM (CACM),Managing your total IT cost of ownership,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/769800.769803,,2003-05-01 00:00:00,ACM,Communications of the ACM (CACM),Agility---: the key to survival of the fittest in the software market,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.14778/3229863.3236255,,2018-08-01 00:00:00,ACM,Proceedings of the VLDB Endowment (PVLDB),Cloudmatcher: a hands-off cloud/crowd service for entity matching,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.14778/3007263.3007314,,2016-09-01 00:00:00,ACM,Proceedings of the VLDB Endowment (PVLDB),Magellan: toward building entity matching management systems over data science stacks,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/978-3-030-61362-4_fm,,2020-10-01 00:00:00,ACM,"Leveraging Applications of Formal Methods, Verification and Validation: Verification Principles",Front Matter,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1314161.1314171,,2007-08-01 00:00:00,ACM,DPPI '07: Proceedings of the 2007 conference on Designing pleasurable products and interfaces,Magical experiences in interaction design,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3308558.3313578,,2019-05-01 00:00:00,ACM,WWW '19: The World Wide Web Conference,Auto-EM: End-to-end Fuzzy Entity-Matching using Pre-trained Deep Models and Transfer Learning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.3115/1219044.1219076,,2004-07-01 00:00:00,ACM,ACLdemo '04: Proceedings of the ACL 2004 on Interactive poster and demonstration sessions,Dyna: a declarative language for implementing dynamic programs,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1593105.1593165,,2008-03-01 00:00:00,ACM,ACM-SE 46: Proceedings of the 46th Annual Southeast Regional Conference on XX,Using Java's generics mechanism to improve type safety in the command pattern,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/S0167-4048%2802%2900205-5,,2002-03-01 00:00:00,ACM,Computers and Security (CSEC),Abstracts of Recent Articles & Literature,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/MM.2004.1289289,,2004-03-01 00:00:00,ACM,IEEE Micro (IMIC),Anatomy of a Portable Digital Mediaprocessor,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/800194.805878,,1972-08-01 00:00:00,ACM,ACM '72: Proceedings of the ACM annual conference - Volume 2,Computer simulation of psychologists' decision-making,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3126858.3131576,,2017-10-01 00:00:00,ACM,WebMedia '17: Proceedings of the 23rd Brazillian Symposium on Multimedia and the Web,"Detecting Hate, Offensive, and Regular Speech in Short Comments",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/11739685_1,,2005-08-01 00:00:00,ACM,ICMLC'05: Proceedings of the 4th international conference on Advances in Machine Learning and Cybernetics,Backward-Chaining flexible planning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2887965.2888048,,1988-08-01 00:00:00,ACM,AAAI'88: Proceedings of the Seventh AAAI National Conference on Artificial Intelligence,A circumscriptive theorem prover: preliminary report,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3582524.3582533,,2023-01-01 00:00:00,ACM,ACM SIGIR Forum (SIGIR),Report on the 1st Early Career Researchers' Roundtable for Information Access Research (ECRs4IR 2022) at CHIIR 2022,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.17487/RFC9117,,2021-08-01 00:00:00,ACM,,RFC 9117: Revised Validation Procedure for BGP Flow Specifications,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/22627.22362,,1986-04-01 00:00:00,ACM,CHI '86: Proceedings of the SIGCHI Conference on Human Factors in Computing Systems,Defining constraints graphically,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/302979.302997,,1999-05-01 00:00:00,ACM,CHI '99: Proceedings of the SIGCHI conference on Human Factors in Computing Systems,"Socially translucent systems: social proxies, persistent conversation, and the design of “babble”",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/978-3-030-54455-3_fm,,2020-02-01 00:00:00,ACM,Financial Cryptography and Data Security,Front Matter,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1095034.1095043,,2005-10-01 00:00:00,ACM,UIST '05: Proceedings of the 18th annual ACM symposium on User interface software and technology,ViewPointer: lightweight calibration-free eye tracking for ubiquitous handsfree deixis,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/212925.212931,,1995-06-01 00:00:00,ACM,Human-computer interaction,The emergence of graphical user interfaces,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/proceedings/10.1145/800142,,1981-10-01 00:00:00,ACM,,APL '81: Proceedings of the international conference on APL,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1323548.1323558,,2007-12-01 00:00:00,ACM,ANCS '07: Proceedings of the 3rd ACM/IEEE Symposium on Architecture for networking and communications systems,To CMP or not to CMP: analyzing packet classification on modern and traditional parallel architectures,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/212925.212932,,1995-06-01 00:00:00,ACM,Human-computer interaction,The Xerox Star: a retrospective,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/646864.708257,,2002-06-01 00:00:00,ACM,IEA/AIE '02: Proceedings of the 15th international conference on Industrial and engineering applications of artificial intelligence and expert systems: developments in applied artificial intelligence,Genetic Algorithm Optimisation of Mathematical Models Using Distributed Computing,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/j.camwa.2012.03.035,,2012-06-01 00:00:00,ACM,Computers & Mathematics with Applications (CMAP),Solving metamaterial Maxwell's equations via a vector wave integro-differential equation,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/0167-4048%2893%2990009-T,,1993-02-01 00:00:00,ACM,Computers and Security (CSEC),Abstracts of recent articles and literature,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/BF02655041,,1996-08-01 00:00:00,ACM,Journal of Electronic Materials (JELM),Growth of high quality CdTe on Si substrates by molecular beam epitaxy,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1627328.1627334,,2008-08-01 00:00:00,ACM,TextGraphs-3: Proceedings of the 3rd Textgraphs Workshop on Graph-Based Algorithms for Natural Language Processing,Affinity measures based on the graph Laplacian,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/3036778.3036803,,1994-06-01 00:00:00,ACM,AIPS'94: Proceedings of the Second International Conference on Artificial Intelligence Planning Systems,Incremental search algorithms for real-time decision making,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/800105.803400,,1977-05-01 00:00:00,ACM,STOC '77: Proceedings of the ninth annual ACM symposium on Theory of computing,Universal classes of hash functions (Extended Abstract),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/2.35211,,1989-09-01 00:00:00,ACM,Computer (COMP),The Xerox Star: A Retrospective,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TITS.2008.922932,,2008-06-01 00:00:00,ACM,IEEE Transactions on Intelligent Transportation Systems (TITS),Genetic Programming for the Automatic Design of Controllers for a Surface Ship,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3299869.3314042,,2019-06-01 00:00:00,ACM,SIGMOD '19: Proceedings of the 2019 International Conference on Management of Data,Entity Matching Meets Data Science: A Progress Report from the Magellan Project,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2886937.2886979,,1984-08-01 00:00:00,ACM,AAAI'84: Proceedings of the Fourth AAAI Conference on Artificial Intelligence,Expressiveness of languages,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1190,,1984-05-01 00:00:00,ACM,,A model-management framework for mathematical programming,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/383535.383545,,2001-05-01 00:00:00,ACM,ICAIL '01: Proceedings of the 8th international conference on Artificial intelligence and law,A machine learning approach to prior case retrieval,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3474124.3474179,,2021-11-01 00:00:00,ACM,IC3-2021: Proceedings of the 2021 Thirteenth International Conference on Contemporary Computing,GeoAI – Accelerating a Virtuous Cycle between AI and Geo,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1610075.1610108,,2006-07-01 00:00:00,ACM,EMNLP '06: Proceedings of the 2006 Conference on Empirical Methods in Natural Language Processing,Distributed language modeling for N-best list re-ranking,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3576882.3617927,,2023-12-01 00:00:00,ACM,CompEd 2023: Proceedings of the ACM Conference on Global Computing Education Vol 1,Comparing the Impacts of Visually Grouped and Jumbled Distractors on Parsons Problems in CS1 Assessments,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.3115/1220575.1220673,,2005-10-01 00:00:00,ACM,HLT '05: Proceedings of the conference on Human Language Technology and Empirical Methods in Natural Language Processing,"The Hiero machine translation system: extensions, evaluation, and analysis",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2788890.2788921,,2015-06-01 00:00:00,ACM,GI '15: Proceedings of the 41st Graphics Interface Conference,IIS you is my digital baby: an intimate interface system for persons with disabilities,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1537143,,2007-08-01 00:00:00,ACM,,PIC Microcontrollers: Newnes Know It All,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/ACSAC.2006.17,,2006-12-01 00:00:00,ACM,ACSAC '06: Proceedings of the 22nd Annual Computer Security Applications Conference,Backtracking Algorithmic Complexity Attacks against a NIDS,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1873781.1873824,,2010-08-01 00:00:00,ACM,COLING '10: Proceedings of the 23rd International Conference on Computational Linguistics,Automatically learning source-side reordering rules for large scale machine translation,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/SP.2008.14,,2008-05-01 00:00:00,ACM,SP '08: Proceedings of the 2008 IEEE Symposium on Security and Privacy,XFA: Faster Signature Matching with Extended Automata,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/j.comnet.2022.109017,,2022-07-01 00:00:00,ACM,Computer Networks: The International Journal of Computer and Telecommunications Networking (CNTW),From traffic classes to content: A hierarchical approach for encrypted traffic classification,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TNN.2010.2050600,,2010-11-01 00:00:00,ACM,IEEE Transactions on Neural Networks (TNN),Recognition of partially occluded and rotated images with a network of spiking neurons,False,,,0
